,name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
1316,xianzhe dai,university of california santa barbara,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,463.0,False
1317,percy deift,new york university,12813.0,53.0,1976.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,5110.0,False
1318,laura demarco,northwestern university,,,2002.0,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,280.0,False
1319,anna erschler,cnrs dmaens orsay,,,2001.0,C Only,woman,highered,international,moreri,,professor,moresecure,math,mathstat,False,,False
1320,maria j esteban,cnrs,4178.0,,1987.0,C Only,woman,highered,international,moreri,,professor,moresecure,math,mathstat,False,,False
1321,john ewing,math for america,,,1971.0,C Only,man,nothighered,,,,,,,,False,,False
1322,anna felikson,university of durham,,,2002.0,C Only,woman,highered,international,moreri,united kingdom,associate,moresecure,math,mathstat,False,,False
1323,hillel furstenberg,hebrew university of jerusalem,,,1958.0,C Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,False,,False
1324,denis gaitsgory,harvard university,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1122.0,False
1325,ross geoghegan,binghamton university,,,1970.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,654.0,False
1326,pierre germain,new york university,1676.0,21.0,2005.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,741.0,False
1327,alexander givental,university of california berkeley,,,1987.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1853.0,False
1328,fan chung graham,university of california san diego,,,1974.0,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,4550.0,False
1329,victor guillemin,massachusetts institute of technology,,,1962.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,5814.0,False
1330,sinan gunturk,new york university,,,2000.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,266.0,False
1331,qing han,university of notre dame,,,1993.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,710.0,False
1332,helmut hofer,institute for advanced study,,,1981.0,C Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,True,,False
1333,elizabeth its,indiana university purdue university indianapolis,,,,C Only,woman,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,False,,False
1334,alexander its,indiana university purdue university indianapolis,,,1977.0,C Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,True,,False
1335,henryk iwaniec,rutgers university,,,1972.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,5210.0,False
1336,david jerison,massachusetts institute of technology,,,1980.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,3290.0,False
1337,vaughan f r jones,university of california berkeley,,,1979.0,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,3289.0,Yes
1338,ilya kapovitch,,2436.0,25.0,,C Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,True,,False
1339,michael kapovitch,university of california davis,3496.0,28.0,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1305.0,False
1340,jerry kazdan,university of pennsylvania,,,1963.0,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,1058.0,False
1341,david kazhdan,hebrew university of jerusalem,,,1969.0,C Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,False,,False
1342,olga kharlampovich,city university of new york,2097.0,21.0,1984.0,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,824.0,False
1343,bruce kleiner,new york university,,,1990.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1719.0,False
1344,robert kohn,new york university,17109.0,64.0,1979.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,5254.0,False
1345,janos kollar,princeton university,19832.0,57.0,1983.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,5941.0,False
1346,maxim kontsevich,institut des hautes etudes scientifiques,,,1991.0,C Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,False,,False
1347,irwin kra,stony brook university,7754.0,27.0,1966.0,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,1493.0,False
1348,gregory lawler,university of chicago,,,1979.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,3002.0,False
1349,h blaine lawson,stony brook university,,,1969.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,4390.0,False
1350,claude lebrun,stony brook university,,,1980.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1804.0,False
1351,francois ledrappier,university of notre dame,,,,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,False,1724.0,False
1352,camillo de lellis,institute for advanced study,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1761.0,False
1353,fanghua lin,new york university,12177.0,59.0,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,6552.0,False
1354,nati linial,hebrew university of jerusalem,14747.0,56.0,1978.0,C Only,man,highered,international,moreri,,professor,moresecure,comp,other ,True,,False
1355,zhiquin lu,university of california irvine,1560.0,20.0,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,502.0,False
1356,george lusztig,massachusetts institute of technology,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,9303.0,False
1357,jeremy macdonald,mcgill university,,,2013.0,C Only,man,highered,international,moreri,canada,ntt,lesssecure,math,mathstat,False,,False
1358,fedor malikov,university of southern california,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,356.0,False
1359,eugenia malinnikova,stanford university,269.0,9.0,1999.0,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,116.0,False
1360,sonja mapes,university of notre dame,,,2009.0,C Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
1361,peter may,university of chicago,,,1964.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,4507.0,False
1362,barry mazur,harvard university,,,1959.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,4442.0,False
1363,david mclaughlin,new york university,,,1971.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,940.0,False
1364,michael mcquillen,university of rome tor vergata,,,,C Only,man,highered,international,moreri,italy,professor,moresecure,math,mathstat,False,,False
1365,marie louise michelson,stony brook university,,,,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1256.0,False
1366,john millson,university of maryland,,,1973.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1295.0,False
1367,vitali milman,tel aviv university,,,1965.0,C Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,True,,False
1368,yair minsky,yale university,3890.0,30.0,1989.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1720.0,False
1369,mahan mj,tata institute of fundamental research,889.0,16.0,,C Only,man,highered,international,moreri,india,professor,moresecure,math,mathstat,False,,False
1370,sophie morel,princeton university,,,2005.0,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,54.0,False
1371,werner muller,university of bonn,,,1977.0,C Only,man,highered,international,moreri,germany,professor,moresecure,math,mathstat,False,,False
1372,aaron naber,northwestern university,,,2009.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,353.0,False
1373,charles newman,new york university,,,1971.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2284.0,False
1374,hee oh,yale university,1485.0,,1997.0,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,671.0,False
1375,jean pierre otal,universite paul sabatier,,,1989.0,C Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,False,,False
1376,janos pach,new york university,15026.0,54.0,1981.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,3481.0,False
1377,dimitri panov,kings college london,,,,C Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,False,,False
1378,raman parimala,emory university,,,,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,693.0,False
1379,kirsi peltonen,aalto university,681.0,14.0,1992.0,C Only,woman,highered,international,moreri,finland,ntt,lesssecure,math,mathstat,False,,False
1380,robert penner,university of southern california,,,1981.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,False,,False
1381,stefanie petermichl,university of toulouse,,,,C Only,woman,highered,international,moreri,france,professor,moresecure,math,mathstat,False,,False
1382,anthony phillips,stony brook university,,,1966.0,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,False,96.0,False
1383,leonid polterovich,tel aviv university,,,1990.0,C Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,False,,False
1384,mihnea popa,northwestern university,1889.0,24.0,2001.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,645.0,False
1385,cheryl praeger,university of western australia,8041.0,44.0,1973.0,C Only,woman,highered,international,moreri,australia,retired,moresecure,math,mathstat,True,,False
1386,laure saint raymond,ecole normal superieure de lyon,,,2000.0,C Only,woman,highered,international,moreri,france,professor,moresecure,math,mathstat,False,,False
1387,alexander razborov,university of chicago,,,1987.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1505.0,Yes
1388,vladimir rokhlin,yale university,25803.0,57.0,1983.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,comp,other ,False,,False
1389,xiaochun rong,rutgers university,,,1990.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,350.0,False
1390,regina rotman,university of toronto,,,1998.0,C Only,woman,highered,international,moreri,canada,professor,moresecure,math,mathstat,False,,False
1391,hyam rubinstein,university of melbourne,3412.0,32.0,1974.0,C Only,man,highered,international,moreri,australia,professor,moresecure,math,mathstat,True,,False
1392,peter sarnak,princeton university,,,1980.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,5456.0,False
1393,richard schoen,stanford,,,1977.0,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,6811.0,False
1394,sylvia serfaty,new york university,3554.0,33.0,1999.0,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1774.0,False
1395,natasa sesum,rutgers university,,,2004.0,C Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,True,,False
1396,peter shalen,university of illinois at chicago,,,1972.0,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,2036.0,False
1397,jalal shatah,new york university,6753.0,31.0,1983.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,3211.0,False
1398,steve shkoller,university of california davis,4039.0,31.0,1995.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1602.0,False
1399,alexandra shlapentokh,east carolina university,880.0,18.0,1988.0,C Only,woman,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
1400,carol shubin,california state university northridge,415.0,8.0,1989.0,C Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
1401,thomas spencer,institute for advanced study,,,1968.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1353.0,False
1402,daniel stein,new york university,9943.0,50.0,1979.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,False,,False
1403,jeffrey streets,university of california irvine,,,2007.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,330.0,False
1404,daniel stroock,massachusetts institute of technology,,,1967.0,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,5102.0,False
1405,catherine sulem,university of toronto,,,1979.0,C Only,woman,highered,international,moreri,canada,professor,moresecure,math,mathstat,True,,False
1406,tatiana suslina,st petersburg state university,,,1987.0,C Only,woman,highered,international,moreri,russia,professor,moresecure,other,other ,False,,False
1407,gabor szekelyhidi,notre dame,1273.0,22.0,2006.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,522.0,False
1408,leon takhtajan,stony brook university,,,1975.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1923.0,False
1409,michael taylor,university of north carolina,,,1970.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,5805.0,False
1410,chuu lian terng,university of california irvine,,,1976.0,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1158.0,False
1411,susanna terracini,universita di torino,4066.0,33.0,1990.0,C Only,woman,highered,international,moreri,italy,professor,moresecure,math,mathstat,False,,False
1412,craig tracy,university of california davis,8660.0,41.0,1973.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2134.0,False
1413,yuri tschinkel,new york university,,,1992.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1301.0,False
1414,srsrinivsa varadhan,new york university,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,4875.0,False
1415,vlad vicol,new york university,1889.0,26.0,2010.0,C Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
